name;Owner;normal_prod;capacity;aggregates;turbine_type;station;height;Vattenf;mean_runoff;magasin;river;location;community;region;Lat;Long
Järnforsen;Emå-Kraft AB;4000;1200;1;Kaplan;Ovanjordsanläggning;5.6;20;15;;Emån;Järnforsen;Hultsfreds kommun;Kalmar län;57.41089;15.61911
Kungsfors;Bångbro Kraft AB;4000;1339;1;Kaplan;Ovanjordsanläggning;17;9;;;Jädraån;Sandviken;Sandvikens kommun;Gävleborgs län;60.75610;16.53064
Långgölsmåla;Olofströms Energiservice AB;4000;900;1;;Ovanjordsanläggning;11;;;;Ronnebyån;Långgölsmåla;Ronneby kommun;Blekinge län;56.35129;15.24917
Sågforsen;Skellefteå Kraftaktiebolag;4000;760;1;Francis / Kaplan;Ovanjordsanläggning;4.75;21;;;Rickleån;Robertsfors;Robertsfors kommun;Västerbottens län;64.19343;20.84155
Dalkarlshyttan;Linde Energi Försäljning AB;3930;1450;1;;Ovanjordsanläggning;5;;;;Arbogaån;Lindesberg;Lindesbergs kommun;Örebro län;59.58831;15.24059
Sälboda;Arvika Kraft AB;3900;900;3;2 x Francis, 1 x Kaplan;Ovanjordsanläggning;6.5;19.5;;7.4;Jösseälven;Arvika;Arvika kommun;Värmlands län;59.75921;12.54444
Knutshyttan;AB Borlänge Energi;3830;960;1;Francis;Ovanjordsanläggning;26.5;5.5;;;Tunaån;Borlänge;Borlänge kommun;Dalarnas län;60.38902;15.53381
Vedevåg;Linde Energi Försäljning AB;3830;930;3;;Ovanjordsanläggning;;;;;Arbogaån;Lindesberg;Lindesbergs kommun;Örebro län;59.52712;15.28579
Ekeby;Mälarenergi Vattenkraft AB;3800;800;1;Kaplan;Ovanjordsanläggning;6.5;15;10;;Hedströmmen;Köping;Västerås kommun;Västmanlands län;59.51610;15.92021
Hagby (Nora);Hagby Kraft AB;3800;1200;1;Kaplan;Ovanjordsanläggning;16.5;8.9;;;Arbogaån;Täby;Nora kommun;Örebro län;59.52102;15.02634
Värmeshult;Statkraft Sverige Vattendel 3 AB;3800;700;1;Kaplan;Ovanjordsanläggning;7;;;;Skålån;Värmeshult;Värnamo kommun;Jönköpings län;57.09757;14.25567
Stämmemad;Vattenfall Småskalig Kraft AB;3720;1016;1;Kaplan;Ovanjordsanläggning;8;;;;Viskan;Kinna;Marks kommun;Västra Götalands län;57.51946;12.67054
Gissjön;Härjeåns Kraft AB;3700;1200;2;Francis;Ovanjordsanläggning;32;;;;Getterån;Torpshammar;Ånge kommun;Västernorrlands län;62.48688;16.26634
Fossumsberg (K4);Uddevalla Kraft AB;3700;1250;1;Kaplan;Ovanjordsanläggning;20;6.8;;;Bäveån;Uddevalla;Uddevalla kommun;Västra Götalands län;58.35196;11.96380
Långö;Statkraft Sverige Vattendel 3 AB;3600;920;1;Kaplan;Underjordsanläggning;9.5;;;;Skålån;Långö;Värnamo kommun;Jönköpings län;57.27416;14.38686
Mölnbacka;Fortum Generation AB;3600;1500;1;Francis;Ovanjordsanläggning;20;50;3.15;21;Klarälven;Deje;Forshaga kommun;Värmlands län;59.63465;13.55180
Assmebro;Vattenfall Småskalig Kraft AB;3600;1000;1;Kaplan;Ovanjordsanläggning;6.9;17;9.1;;Assman;Örsås;Svenljunga kommun;Västra Götalands län;57.43561;13.13501
Fritsla;LJ Wingqvist HB;3600;850;1;;Ovanjordsanläggning;15;;;;Häggån;Fritsla;Marks kommun;Västra Götalands län;57.56457;12.78135
Ivantjärn;Bångbro Kraft AB;3600;510;1;Francis;Ovanjordsanläggning;13.5;5.6;;;Jädraån;Ockelbo;Ockelbo kommun;Gävleborgs län;60.80403;16.51377
Kvarnfallet;Strömfallet AB;3500;700;1;Francis;Ovanjordsanläggning;5.3;;;;Eskilstunaån;Täby;Eskilstuna kommun;Södermanlands län;59.42136;16.47084
Storfors;Karlskoga Energi & Miljö AB;3500;666;2;Kaplan;Ovanjordsanläggning;10;;;;Timsälven;Storfors;Storfors kommun;Värmlands län;59.53896;14.27806
Verperyd;E.ON Vattenkraft Sverige AB;3500;910;2;Tvillingfrancis;Ovanjordsanläggning;9.5;;;;Ronnebyån;Kallinge;Ronneby kommun;Blekinge län;56.28768;15.29516
Brunnshult;Skånska Energi AB;3500;1050;2;Francis;Ovanjordsanläggning;;;;;Solgenån;Brunshult;Vetlanda kommun;Jönköpings län;57.47940;15.14934
Skönnerud;Arvika Kraft AB;3500;700;1;Kaplan;Ovanjordsanläggning;6;14.5;;;Kölaälven;Skönnerud;Eda kommun;Värmlands län;59.71834;12.16246
Stalpet;Skånska Energi AB;3500;780;1;;Ovanjordsanläggning;;;;;Svartån, Motala ström;Stalpet;Aneby kommun;Jönköpings län;57.84874;14.81625
Svarteström;Tekniska Verken i Linköping AB;3500;800;2;;Ovanjordsanläggning;18;;;;Botorpsströmmen;Hjorted;Västerviks kommun;Kalmar län;57.66974;16.36406
Åmotfors;Fortum Generation AB;3500;1134;2;G1 hävert, G2 Francis;Ovanjordsanläggning;3.3;;;;Noreälven;Åmotfors;Eda kommun;Värmlands län;59.75655;12.34953
Ellingeån nedre;Ellingeåns Kraftverk;3500;500;2;;Ovanjordsanläggning;25;;;;Ellingeån;Malungsfors;Malung-Sälens kommun;Dalarnas län;60.73429;13.52546
Storhusfallet;Nyköping Vattenkraft AB;3465;735;2;Francis;Ovanjordsanläggning;5.5;20;24.4;;Nyköpingsån;Nyköping;Nyköpings kommun;Södermanlands län;58.75283;17.01455
Tyrisfors;Tekniska Verken i Linköping AB;3400;1220;1;;Ovanjordsanläggning;7.4;;;;Stångån, Motala Ström;Horn;Kinda kommun;Östergötlands län;57.90297;15.83590
Gustafsström 2;Karlskoga Energi & Miljö AB;3300;1200;1;;Ovanjordsanläggning;;;;;Svartälven;Gustafsström;Filipstads kommun;Värmlands län;60.04692;14.26266
Ivarsfors;Statkraft Sverige Vattendel 3 AB;3300;1060;1;Francis;Ovanjordsanläggning;7;;;;Skålån;Ivarsfors;Värnamo kommun;Jönköpings län;57.09096;14.32944
Bruket;Tunsjöns Kraft AB;3250;850;1;;Ovanjordsanläggning;;;;;Bruksån;Sollefteå;Sollefteå kommun;Västernorrlands län;63.16729;17.30578
Finsjö Övre;E.ON Vattenkraft Sverige AB;3200;600;1;Francis;Ovanjordsanläggning;5.5;;;;Emån;Finsjö;Mönsterås kommun;Kalmar län;57.15372;16.23094
Forsbäcken/Jokksbäcken;Tjernkraft HOG AB;3200;590;1;Kaplan;Ovanjordsanläggning;26;;;;Jokksbäcken;Tärnaby;Storumans kommun;Västerbottens län;65.65342;15.50698
Östuna;Mälarenergi Vattenkraft AB;3200;600;1;Rörturbin;Ovanjordsanläggning;4.8;15;10.4;;Hedströmmen;Köping;Köpings kommun;Västmanlands län;59.47291;15.97043
Skinnsjön;Härjeåns Kraft AB;3200;760;2;;Ovanjordsanläggning;;;;;Getterån;Fränsta;Ånge kommun;Västernorrlands län;62.58332;16.08444
Duveström;Skäppentorps Kraftverk AB;3200;700;3;Francis;Ovanjordsanläggning;7.3;;;;Alsterån;Blomstermåla;Mönsterås kommun;Kalmar län;56.98419;16.31165
Tängerströmmen;Envikens Elkraft ek för;3200;600;1;;Ovanjordsanläggning;;;;;Svärdsjövattendragen;Enviken;Falu kommun;Dalarnas län;60.86592;15.75495
Viggeby;Tekniska Verken i Linköping AB;3200;1030;1;;Ovanjordsanläggning;14.5;;;;Tvärån;Viggeby;Söderköpings kommun;Östergötlands län;58.46885;16.36886
Åbyfors;Åbyfors Kraft AB;3200;550;1;Kaplan;Ovanjordsanläggning;5;;;;Skålån;Lagan;Ljungby kommun;Kronobergs län;56.90331;14.00222
Vådån;Leksand-Rättvik Elnät AB;3200;2400;1;;Ovanjordsanläggning;140;;;;Limån;Siljansnäs;Leksands kommun;Dalarnas län;60.78042;14.61060
Skäppentorp;Skäppentorps Kraftverk AB;3200;700;1;;Ovanjordsanläggning;;;;;Alsterån;Blomstermåla;Mönsterås kommun;Kalmar län;56.95283;16.39435
Löa;Västerbergslagens Kraft AB;3100;700;1;;Ovanjordsanläggning;52.5;;;;Kölsjöån;Ludvika;Lindesbergs kommun;Örebro län;59.81790;15.16389
Bruksgården;Elhandel i Vetlanda AB ELVA;3100;650;1;;Ovanjordsanläggning;5;15;12.3;;Emån;Vetlanda;Vetlanda kommun;Jönköpings län;57.41570;15.28677
Falmarksforsen;Skellefteå Kraftaktiebolag;3100;680;1;Kaplan;Ovanjordsanläggning;5.86;15;;;Bureälven;Falmarksforsen;Skellefteå kommun;Västerbottens län;64.63510;21.06365
Uman;E.ON Vattenkraft Sverige AB;3080;850;1;Kaplan;Ovanjordsanläggning;15.31;;;;Uman;Junsele;Sollefteå kommun;Västernorrlands län;63.65409;16.99305
Gustafsström 1;Karlskoga Energi & Miljö AB;3000;1000;1;;Ovanjordsanläggning;;;;;Svartälven;Gustafsström;Filipstads kommun;Värmlands län;60.05605;14.25227
Hasselfors;Acromata AB;3000;1140;2;Francis;Ovanjordsanläggning;10;;;;Svartån;Hasselfors;Laxå kommun;Örebro län;59.09571;14.65632
Karlsfors;AB Hörle Bruk;3000;800;1;Tvillingfrancis, Kaplan;Ovanjordsanläggning;6;19;;;Lagan;Värnamo;Värnamo kommun;Jönköpings län;57.24240;14.07193
Katrinefors Bruk;Metsä Tissue AB;3000;600;1;Kaplan;Ovanjordsanläggning;4.2;;;;Tidan;Mariestad;Mariestads kommun;Västra Götalands län;58.70054;13.82945
Lagfors;E.ON Vattenkraft Sverige AB;3000;630;1;Kaplan;Ovanjordsanläggning;14;;;;Ljustorpsån;Ljustorp;Timrås kommun;Västernorrlands län;62.66123;17.19519
Närsen;Skansbackens Kraft AB;3000;900;1;;Ovanjordsanläggning;;;;;Noret;Fredriksberg;Vansbro kommun;Dalarnas län;60.28175;14.46751
Oskarström Övre;Varberg Energimarknad AB;3000;1100;1;Francis;Ovanjordsanläggning;8;;;;Nissan;Oskarström;Halmstads kommun;Hallands län;56.80567;12.97603
Räxed;Arvika Kraft AB;3000;720;1;Lawaczeck med vikelväxel;Ovanjordsanläggning;5;;;;Jösseälven;Gunnarskog;Arvika kommun;Värmlands län;59.81644;12.56096
Sörstafors;Mälarenergi Vattenkraft AB;3000;700;1;Kaplan;Ovanjordsanläggning;3.3;30;27;;Kolbäcksån;Sörstafors;Hallstahammar kommun;Västmanlands län;59.58253;16.21754
Forssa Nedre;Orsa besparingsskog;3000;740;2;;Ovanjordsanläggning;;;;;Harmångersån;Forssa;Nordanstigs kommun;Gävleborgs län;61.93675;17.19675
Gyllenfors;Gislaved EnergiRing AB;3000;883;1;;Ovanjordsanläggning;;;;;Nissan;Gislaved;Gislaveds kommun;Jönköpings län;57.29695;13.54496
OHS;Alvesta Energi AB;3000;600;1;1 propeller, 1 Kalpan, 1 Francis;Ovanjordsanläggning;5;16;;;Mörrumsån;Gemla;Växjö kommun;Kronobergs län;56.83735;14.58196
Rämninge;Rämninge Kraftverk AB;3000;700;1;Francis;Ovanjordsanläggning;;;;;Hälestadsån;Bönnern;Finspångs kommun;Östergötlands län;58.73113;15.68035
Slattefors;Tekniska Verken i Linköping AB;3000;900;1;Full Kaplan;Ovanjordsanläggning;4.5;;14;;Stångån, Motala Ström;Landeryd;Linköpings kommun;Östergötlands län;58.36207;15.73150
Våmån kraft;Våmåns Kraft AB;3000;835;1;;Ovanjordsanläggning;14;;;;Våmån;Mora;Mora kommun;Dalarnas län;61.14906;14.39415
Ödebyn;Svaneholm Energi AB;3000;600;1;Francis;Ovanjordsanläggning;29.5;;;;Lillälven-Värmland;Svanskog;Säffle kommun;Värmlands län;59.20869;12.52085
Dammfallet;Hoåns Kraft AB;2900;950;1;;Ovanjordsanläggning;15.5;;;;Hoån;Hofors;Hofors kommun;Gävleborgs län;60.56324;16.27366
Holmen;Mälarenergi Vattenkraft AB;2900;800;2;Francis;Ovanjordsanläggning;4;5.5;6.2;;Hedströmmen;Hed;Skinnskattebergs kommun;Västmanlands län;59.68934;15.75062
Norrhammar;Mälarenergi Vattenkraft AB;2900;800;2;Semikaplan;Ovanjordsanläggning;4.5;9.5;6.2;;Hedströmmen;Hed;Skinnskattebergs kommun;Västmanlands län;59.69329;15.74928
Silvergruvan;Karlskoga Energi & Miljö AB;2900;670;1;Kaplan;Ovanjordsanläggning;4;;;;Svartälven;Hällefors;Hällefors kommun;Örebro län;59.85570;14.45754
Östvalla;Malungs Elverk AB;2900;440;1;Francis;Ovanjordsanläggning;106;;;;Dalälven;Transtrand;Malung-Sälens kommun;Dalarnas län;61.10065;13.30966
Ankarsrum;Tekniska Verken i Linköping AB;2900;900;1;;Ovanjordsanläggning;10.5;;;;Botorpsströmmen;Ankarsrum;Västerviks kommun;Kalmar län;57.69808;16.32969
Botorp;Tekniska Verken i Linköping AB;2900;1336;1;Kaplan;Ovanjordsanläggning;8.5;;;;Botorpsströmmen;Hjorted;Västerviks kommun;Kalmar län;57.66189;16.46463
Genne;Tekniska Verken i Linköping AB;2900;645;2;;Ovanjordsanläggning;5;;;;Nyköpingsån;Katrineholm;Katrineholms kommun;Södermanlands län;58.98944;16.14208
Gingri;Vattenfall Småskalig Kraft AB;2900;805;1;;Ovanjordsanläggning;;;;;Viskan;Gingri;Borås kommun;Västra Götalands län;57.81459;13.04635
Fabriksfallet;Korsnäs Rockhammar AB;2900;460;1;;Ovanjordsanläggning;;;;;Sverkestaån;Frövi;Lindesbergs kommun;Örebro län;59.52905;15.44696
Tovehult;Tovehults Kraftstation;2900;1100;1;Kaplan och Francis;Ovanjordsanläggning;8.3;;;;Botorpsströmmen;Gunnebo;Västerviks kommun;Kalmar län;57.64381;16.56628
Karlslund;E.ON Vattenkraft Sverige AB;2800;630;1;Kaplan;Ovanjordsanläggning;10;;;;Svartån;Örebro;Örebro kommun;Örebro län;59.26626;15.14278
Nyby;Strömfallet AB;2800;400;1;Kaplan;Ovanjordsanläggning;6.5;;;;Eskilstunaån;Täby;Eskilstuna kommun;Södermanlands län;59.42419;16.46006
Nyhammar;Västerbergslagens Kraft AB;2800;750;1;Francis;Ovanjordsanläggning;27;3.5;;;Kolbäcksån;Ludvika;Ludvika kommun;Dalarnas län;60.27516;14.97817
Bruksfors;Skellefteå Kraftaktiebolag;2800;670;4;Kaplan;Ovanjordsanläggning;4.8;24;;;Rickleån;Robertsfors;Robertsfors kommun;Västerbottens län;64.18544;20.84897
Skälleryd;Ålem Energi Kraft AB;2800;550;2;Kaplan;Ovanjordsanläggning;6.4;12.5;;;Alsterån;Blomstermåla;Mönsterås kommun;Kalmar län;56.96631;16.34594
Blixbol;Mälarenergi Vattenkraft AB;2700;1000;2;Francis;Ovanjordsanläggning;10;13.6;5.2;;Lillälven-Värmland;Värmlands nysäter;Säffle kommun;Värmlands län;59.32256;12.73001
Skifsforsen;Fortum Generation AB;2700;500;1;;Ovanjordsanläggning;3.5;20;102;;Dalälven;Vansbro;Vansbro kommun;Dalarnas län;60.50138;14.27102
Väls;Fortum Generation AB;2700;960;1;Propeller;Ovanjordsanläggning;;;;;Röjdan;Torsby;Torsby kommun;Värmlands län;60.13866;12.95318
Brattfall (Halgå);Fortum Generation AB;2600;820;2;Francis;Ovanjordsanläggning;32;;;;Klarälven;Hagfors;Hagfors kommun;Värmlands län;60.28961;13.46660
Stackarp;Skånska Energi Vattenkraft AB;2600;680;1;Kaplan;Ovanjordsanläggning;6.2;;;;Rönne å;Klippan;Klippans kommun;Skåne län;56.12340;13.11567
Tjärnäs;Hoåns Kraft AB;2600;750;1;;Ovanjordsanläggning;20;;;;Hoån;Hofors;Hofors kommun;Gävleborgs län;60.51949;16.41097
Alstermo Nedre;AMO Energi AB;2600;435;2;;Ovanjordsanläggning;;;;;Alsterån;Alstermö;Uppvidinge kommun;Kronobergs län;56.97433;15.63969
Petiknäs;Skellefteå Kraftaktiebolag;2600;800;1;Kaplan;Ovanjordsanläggning;11.5;8;;;Petikån;Petiknäs;Norsjö kommun;Västerbottens län;64.94100;20.04300
Rots övre;Älvdalsträ AB;2600;750;1;Semikaplan;Ovanjordsanläggning;6.4;12;9;;Rotälven;Rot;Älvdalens kommun;Dalarnas län;61.24862;14.05723
Aspö;Elhandel i Vetlanda AB ELVA;2591;550;1;Kaplan;Ovanjordsanläggning;5;15;12.2;;Emån;Vetlanda;Vetlanda kommun;Jönköpings län;57.42887;15.24946
Backa 1;Gropen - Backa Kraft AB;2500;500;5;Francis;Ovanjordsanläggning;8;;;;Svartån;Fjugesta;Lekebergs kommun;Örebro län;59.15387;14.81277
Gropen;Gropen - Backa Kraft AB;2500;500;4;Francis;Ovanjordsanläggning;8;;;;Svartån;Fjugesta;Lekebergs kommun;Örebro län;59.16310;14.82487
Hammaren;Karlskoga Energi & Miljö AB;2500;500;1;Kaplan;Ovanjordsanläggning;3.2;;;;Svartälven;Hällefors;Hällefors kommun;Örebro län;59.74712;14.50150
Källafors;Bjärke Energi AB, Hjultorp Kraft AB;2500;810;2;Kaplan;Ovanjordsanläggning;6.5;;;;Säveån;Alingsås;Alingsås kommun;Västra Götalands län;57.96983;12.59213
Lillå;Jämtkraft AB;2500;500;1;;Ovanjordsanläggning;;;;;Billstaån;Hackås;Bergs kommun;Jämtlands län;62.91574;14.55268
Marnäs;Envikens Elkraft ek för;2500;600;1;Rörturbin;Ovanjordsanläggning;11;7;;;Svärdsjövattendragen;Enviken;Falu kommun;Dalarnas län;60.83400;15.66629
Rällså;Mälarenergi Vattenkraft AB;2500;850;1;Francis;Ovanjordsanläggning;12.8;8.3;4.2;;Storån;Ljusnarsberg;Ljusnarsbergs kommun;Örebro län;59.80689;15.10445
Strömbacka;Jämtkraft AB;2500;500;1;;Ovanjordsanläggning;;;;;Billstaån;Hackås;Bergs kommun;Jämtlands län;62.91357;14.52522
Tidavad;Karlskoga Energi & Miljö AB;2500;510;1;;Ovanjordsanläggning;3.7;;;;Tidan;Mariestad;Mariestads kommun;Västra Götalands län;58.59309;13.84670
Åsteby;Fortum Generation AB;2500;800;1;;Ovanjordsanläggning;;;;;Ljusnan i Torsby;Torsby;Torsby kommun;Värmlands län;60.26055;13.03032
Lyred;Arvika Kraft AB;2500;770;1;Kaplan;Ovanjordsanläggning;7;;;1.4;Jösseälven;Gunnarskog;Arvika kommun;Värmlands län;59.92459;12.48499
Kvarnströmmen;Härjeåns Kraft AB;2500;780;1;;Ovanjordsanläggning;15;;;;Ljusnan;Funäsdalen;Härjedalens kommun;Jämtlands län;62.55365;12.57127
Lemmån;ÄSI Kraft AB;2500;590;1;kaplan;Ovanjordsanläggning;30;2.5;1.9;;Lemmån;Särna;Älvdalens kommun;Dalarnas län;61.70316;13.03444
Rimojokk;Vattenfall Vattenkraft;2500;900;2;Francis;Ovanjordsanläggning;90;1.2;;;Rimobäcken;Jokkmokk;Jokkmokks kommun;Norrbottens län;66.77472;20.02930
Snarkil;Mälarenergi Vattenkraft AB;2500;550;1;Francis;Ovanjordsanläggning;20;3.6;2.3;;Upperudsälven;Snarkil;Årjängs kommun;Värmlands län;59.33075;12.26748
Spånga 1;Spånga Kraftverk HB;2500;500;2;;Ovanjordsanläggning;;;;;Almaån;Hanaskog;Östra Göinge kommun;Skåne län;56.17220;14.04632
Torp;Göteborgs Stifts Prästlönetillgångar;2500;800;1;;Ovanjordsanläggning;;;;;Örekilsälven;Munkedal;Munkedals kommun;Västra Götalands län;58.50532;11.66556
Herting;Falkenbergs Kommun;2460;3300;3;;Ovanjordsanläggning;;;;;Ätran;Falkenberg;Falkenbergs kommun;Hallands län;56.90039;12.51950
Grythyttan;Karlskoga Energi & Miljö AB;2400;600;1;Francis;Ovanjordsanläggning;6.4;;;;Svartälven;Grythyttan;Hällefors kommun;Örebro län;59.70297;14.54443
Karlsnäs;E.ON Vattenkraft Sverige AB;2400;640;1;Kaplan;Ovanjordsanläggning;6;;;;Ronnebyån;Kallinge;Ronneby kommun;Blekinge län;56.29667;15.28800
Lenungen;Arvika Kraft AB;2400;1200;1;Francis;Ovanjordsanläggning;24;;;;Glasälven;Glava;Arvika kommun;Värmlands län;59.50816;12.37891
Hulebo;HB Hökensås Kraft;2400;650;1;;Ovanjordsanläggning;;;;;Domneån;Bankeryd;Jönköpings kommun;Jönköpings län;57.86446;14.04874
Rydboholm;Vattenfall Småskalig Kraft AB;2390;670;1;;Ovanjordsanläggning;6.8;;;;Viskan;Rydboholm;Borås kommun;Västra Götalands län;57.65188;12.88870
Ryssa Nedre;ÄSI Kraft AB;2380;600;1;Kaplan;Ovanjordsanläggning;17;4;3;;Ryssån;Mora;Mora kommun;Dalarnas län;60.91583;14.50100
Kinnaström;Vattenfall Småskalig Kraft AB;2370;625;2;Francis;Ovanjordsanläggning;4.5;;;;Viskan;Kinna;Marks kommun;Västra Götalands län;57.51165;12.68140
Born;Botåns Kraft;2300;100;;;Ovanjordsanläggning;5.5;;;;Arbogaån;Nora;Nora kommun;Örebro län;59.55847;15.03580
Dylta;Bo Lindgren i Dyltabruk AB;2300;600;1;Semikaplan;Ovanjordsanläggning;6.3;;;;Arbogaån;Täby;Örebro kommun;Örebro län;59.42886;15.21509
Hammarby;Hagby Kraft AB;2300;550;1;Kaplan;Ovanjordsanläggning;5.5;12.6;;;Arbogaån;Täby;Nora kommun;Örebro län;59.53154;15.10311
Edsbruk;Tekniska Verken i Linköping AB;2300;1030;1;;Ovanjordsanläggning;13.3;;;;Storån Västervik;Edsbruk;Västerviks kommun;Kalmar län;58.02175;16.46716
Visskvarn;Tranås Energi AB;2300;800;1;Dubbel Francis;Ovanjordsanläggning;15;8;3.3;;Bulsjöån;Ydre;Ydre kommun;Östergötlands län;57.89049;15.37764
Kullagård;Minikraft I Veddige AB;2300;450;1;Semikaplan hävertturbin;Ovanjordsanläggning;;15;;;Viskan;Veddige;Varbergs kommun;Hallands län;57.25960;12.33367
Rydal;Vattenfall Småskalig Kraft AB;2290;680;1;Kaplan;Ovanjordsanläggning;4.5;;;;Viskan;Rydal;Marks kommun;Västra Götalands län;57.55618;12.69227
Brantafors;E.ON Vattenkraft Sverige AB;2200;630;2;Tvillingfrancis;Ovanjordsanläggning;6.2;;;;Ronnebyån;Kallinge;Ronneby kommun;Blekinge län;56.26783;15.29613
Hofors;Hoåns Kraft AB;2200;800;1;;Ovanjordsanläggning;27;;;;Hoån;Hofors;Hofors kommun;Gävleborgs län;60.54959;16.29298
Lindesnäs;Gärna Vattenkraft AB;2200;400;1;;Ovanjordsanläggning;15;;;;Noret;Vansbro;Vansbro kommun;Dalarnas län;60.33117;14.52705
Ryssa Övre;Ryssa Övre;2200;700;1;Kaplan;Ovanjordsanläggning;19;4;3;;Ryssån;Mora;Mora kommun;Dalarnas län;60.91530;14.48276
Ullervad;Karlskoga Energi & Miljö AB;2200;530;1;;Ovanjordsanläggning;2.9;;;;Tidan;Mariestad;Mariestads kommun;Västra Götalands län;58.66442;13.85132
Älvsjöhyttan;Karlskoga Energi & Miljö AB;2200;660;1;Francis;Ovanjordsanläggning;;;;;Svartälven;Lesjöfors;Filipstads kommun;Värmlands län;59.99461;14.32164
Skogsryd;Öljeholms Kraft AB;2200;400;1;Semikaplan;Ovanjordsanläggning;7;6;4.7;;Ronnebyån;Skogsryd;Tingsryds kommun;Kronobergs län;56.68228;15.22046
Fäbodbäcken Övre;Åsele Kraft AB;2200;700;1;;Ovanjordsanläggning;;;;;Sängsjön;Åsele;Åsele kommun;Västerbottens län;64.20947;17.15250
Fäbodbäcken Nedre;Åsele Kraft AB;2200;520;1;;Ovanjordsanläggning;;;;;Sängsjön;Åsele;Åsele kommun;Västerbottens län;64.19101;17.14975
Gysinge;Vattenfall Dalälven AB;2200;450;2;Francis;Ovanjordsanläggning;3.5;;;;Dalälven;Gysinge;Sandvikens kommun;Gävleborgs län;60.29017;16.88477
Sikfors;Karlskoga Energi & Miljö AB;2200;720;1;;Ovanjordsanläggning;8;;;;Svartälven;Sikfors;Hällefors kommun;Örebro län;59.80696;14.57018
Råbäcken 1;Lillpite Kvarn AB;2200;450;1;;Ovanjordsanläggning;;;;;Lillpiteälv;Lillpite;Piteå kommun;Norrbottens län;65.38407;21.08405
Stocka;Orsa besparingsskog;2200;500;1;;Ovanjordsanläggning;;;;;Harmångersån;Stockvik;Nordanstigs kommun;Gävleborgs län;61.89149;17.33859
Graninge;Sydkraft Hydropower AB;2170;1200;1;Dubbelfrancis;Ovanjordsanläggning;13.4;15;3.4;63;Ledingsån;Långsele;Sollefteå kommun;Västernorrlands län;63.07064;16.93373
Melltorp;Melltorp Kraft AB;2100;435;1;Francis;Ovanjordsanläggning;15.3;4.2;2.9;;Säveån;Horla;Vårgårda kommun;Västra Götalands län;57.93561;12.71469
Billsta;Jämtkraft AB;2000;420;1;;Ovanjordsanläggning;;;;;Billstaån;Hackås;Bergs kommun;Jämtlands län;62.91562;14.51421
Brattfors;Västerbergslagens Kraft AB;2000;300;1;;Ovanjordsanläggning;24.5;;;;Storån;Ställberg;Ljusnarsbergs kommun;Örebro län;59.99235;14.92441
Handöl nedre;Jämtkraft AB;2000;500;1;Francis;Ovanjordsanläggning;36;2.4;;;Indalsälven;Östersund;Åre kommun;Jämtlands län;63.25104;12.44384
Lagmansholm;Föreningen Lagmansholms Kraftverk upa;2000;400;1;Kaplan;Ovanjordsanläggning;8.5;;;;Säveån;Vårgårda;Vårgårda kommun;Västra Götalands län;58.00843;12.70028
Lyftinge;Mälarenergi Vattenkraft AB;2000;500;1;Kaplan;Ovanjordsanläggning;5;13;10.3;;Hedströmmen;Lyftinge;Köpings kommun;Västmanlands län;59.54076;15.89104
Långforsen;Jämtkraft AB;2000;350;1;;Ovanjordsanläggning;6.1;;;;Långan;Offerdal;Krokoms kommun;Jämtlands län;63.51867;14.37639
Rällsälv;Mälarenergi Vattenkraft AB;2000;500;1;Kaplan;Ovanjordsanläggning;10.5;6;3.9;;Storån;Rällsälv;Ljusnarsbergs kommun;Örebro län;59.81374;15.04720
Vräkefors;Privatperson;2000;410;1;Kaplan;Ovanjordsanläggning;5;;;;Tidan;Moholm;Töreboda kommun;Västra Götalands län;58.55996;14.16035
